fact_id,date_id,state_id,program_id,program_coverage_pct,people_screened,beneficiaries_reached,maternal_health_beneficiaries,child_immunization_count,children_population,adults_population,elderly_population,high_risk_individuals,chronic_disease_patients,health_vulnerability_index,socioeconomic_score
4193,22,27,5,63.2,37088,26904,7949,4998613,5681239,11779612,2503386,4332,2681,72.2,74.0
4194,22,27,6,72.5,36666,15462,2126,4105409,5681239,11779612,2503386,2802,2435,65.8,50.4
4195,22,28,1,47.6,192542,120521,16204,17573044,28149504,59249255,8612076,6810,19246,56.6,57.5
4196,22,28,2,38.1,195693,136675,41515,22842652,28149504,59249255,8612076,21297,15923,56.7,65.9
4197,22,28,3,57.7,259249,136032,18941,23734087,28149504,59249255,8612076,12476,8405,96.5,10.1
4198,22,28,4,88.2,207650,159801,35734,19071952,28149504,59249255,8612076,8119,19322,61.1,0.0
4199,22,28,5,75.9,117191,56481,14626,25001259,28149504,59249255,8612076,5480,9586,43.2,96.3
4200,22,28,6,91.3,62373,29033,6289,25351448,28149504,59249255,8612076,3051,3722,50.0,57.8
4201,22,29,1,55.1,27966,13121,4501,8281047,8701400,19354768,2793050,2258,1858,82.0,29.0
4202,22,29,2,74.5,26875,18877,2274,6474980,8701400,19354768,2793050,3478,1168,41.9,4.2
4203,22,29,3,53.0,74219,34399,11505,7494474,8701400,19354768,2793050,8540,1060,31.2,64.1
4204,22,29,4,55.4,32524,17052,2270,8183470,8701400,19354768,2793050,1971,2847,41.7,40.5
4205,22,29,5,75.6,71202,49657,12681,6536530,8701400,19354768,2793050,12403,1635,59.4,63.8
4206,22,29,6,73.6,83458,57697,6269,5536817,8701400,19354768,2793050,12867,3006,38.7,53.9
4207,22,30,1,93.3,15467,8158,2220,3472141,3922070,8355158,1421038,794,398,53.6,71.6
4208,22,30,2,38.0,29493,19664,3166,2554267,3922070,8355158,1421038,1591,1234,35.9,44.0
4209,22,30,3,42.7,10286,4501,786,2494659,3922070,8355158,1421038,895,694,54.5,55.8
4210,22,30,4,46.7,13328,8946,2454,3470810,3922070,8355158,1421038,1813,698,62.3,68.8
4211,22,30,5,51.0,14205,10122,1283,3655202,3922070,8355158,1421038,951,1632,9.9,32.5
4212,22,30,6,76.4,44526,12745,2509,3273191,3922070,8355158,1421038,2667,2039,52.0,43.5
4213,22,31,1,41.5,807,387,73,50983,73114,178924,36347,58,31,66.0,75.4
4214,22,31,2,49.6,470,219,22,61230,73114,178924,36347,54,38,39.8,54.3
4215,22,31,3,63.4,889,769,264,55865,73114,178924,36347,168,113,56.9,90.2
4216,22,31,4,43.3,683,532,146,55878,73114,178924,36347,58,36,25.8,76.3
4217,22,31,5,83.5,522,247,79,47880,73114,178924,36347,49,26,54.1,46.1
4218,22,31,6,92.6,618,321,64,55458,73114,178924,36347,28,23,95.0,48.6
4219,22,32,1,85.6,4460,2896,322,289927,401175,940237,172683,342,369,52.4,68.7
4220,22,32,2,74.7,2396,1710,578,278707,401175,940237,172683,356,292,76.8,62.0
4221,22,32,3,44.8,4413,1826,264,250958,401175,940237,172683,184,304,41.5,69.8
4222,22,32,4,62.5,1412,724,154,349693,401175,940237,172683,82,68,38.7,57.2
4223,22,32,5,97.9,4189,3622,1014,287062,401175,940237,172683,636,357,42.3,92.9
4224,22,32,6,75.4,2455,1902,232,366648,401175,940237,172683,129,318,67.5,76.7
4225,23,1,1,41.2,35751,25269,6123,11458127,13015222,30329324,6608321,5543,4485,59.8,54.0
4226,23,1,2,81.4,47837,38694,9793,10720040,13015222,30329324,6608321,2468,1881,37.5,69.6
4227,23,1,3,69.2,134194,79665,19646,9311740,13015222,30329324,6608321,13832,5216,44.6,52.5
4228,23,1,4,62.7,80333,69016,10733,10792590,13015222,30329324,6608321,16767,11997,50.6,87.0
4229,23,1,5,35.6,134987,57050,18477,8681241,13015222,30329324,6608321,8292,4898,28.8,73.9
4230,23,1,6,63.0,36004,28563,5232,11588872,13015222,30329324,6608321,1800,4665,41.7,38.4
4231,23,2,1,36.2,808,667,172,390741,417845,972765,172051,62,98,93.7,38.7
4232,23,2,2,53.2,4507,3375,813,254182,417845,972765,172051,772,167,51.9,38.6
4233,23,2,3,41.6,3329,2848,688,263728,417845,972765,172051,706,192,67.2,38.0
4234,23,2,4,61.3,4601,3889,1354,252179,417845,972765,172051,427,671,82.9,32.5
4235,23,2,5,88.2,2216,1674,177,330474,417845,972765,172051,398,209,40.6,73.9
4236,23,2,6,44.8,3830,2884,956,395277,417845,972765,172051,165,378,51.6,14.8
4237,23,3,1,80.2,25112,11153,2406,8749435,9776394,19772263,3325505,2144,1411,38.5,44.3
4238,23,3,2,71.1,89430,70036,17303,5891270,9776394,19772263,3325505,15086,3025,51.9,55.2
4239,23,3,3,92.3,44584,36296,9149,9469546,9776394,19772263,3325505,3514,5996,63.8,40.3
4240,23,3,4,81.3,83820,50096,11233,5999367,9776394,19772263,3325505,5355,1645,54.5,71.9
4241,23,3,5,78.1,63426,28710,8283,7730748,9776394,19772263,3325505,1483,3302,68.4,68.6
4242,23,3,6,54.0,100164,56248,7298,8751363,9776394,19772263,3325505,10474,8858,44.9,80.6
4243,23,4,1,95.9,86247,68026,9099,29093920,32958385,77885623,15827692,16286,9468,38.9,37.5
4244,23,4,2,43.4,335132,175160,24692,20181867,32958385,77885623,15827692,39872,8800,7.6,60.7
4245,23,4,3,57.9,81501,61202,13058,25982998,32958385,77885623,15827692,3753,2888,49.1,48.3
4246,23,4,4,54.1,306077,238776,59666,30702906,32958385,77885623,15827692,33471,29065,54.6,52.4
4247,23,4,5,61.6,200117,106300,27885,20038501,32958385,77885623,15827692,22880,5314,50.5,85.4
4248,23,4,6,82.3,249614,107986,13488,20869193,32958385,77885623,15827692,10118,6985,73.2,70.1
4249,23,5,1,36.2,71952,64014,8250,6459091,7294077,17683637,3896530,7171,5925,41.4,45.7
4250,23,5,2,63.4,16351,7431,2276,6427538,7294077,17683637,3896530,634,576,56.0,69.8
4251,23,5,3,44.1,19848,12498,3402,5783215,7294077,17683637,3896530,1301,466,26.2,55.4
4252,23,5,4,49.4,49028,19876,6275,6885531,7294077,17683637,3896530,2126,1166,69.8,35.0
4253,23,5,5,77.6,59435,43039,14658,6886291,7294077,17683637,3896530,9505,6428,37.9,37.6
4254,23,5,6,96.9,75422,36748,8852,4565902,7294077,17683637,3896530,7060,4564,60.0,44.9
4255,23,6,1,68.8,1559,1072,223,409106,433412,930672,184493,134,112,50.4,54.5
4256,23,6,2,45.1,3255,1590,210,358291,433412,930672,184493,318,265,63.8,64.8
4257,23,6,3,42.2,2668,1979,644,421112,433412,930672,184493,304,197,58.1,65.5
4258,23,6,4,49.5,1331,745,136,302770,433412,930672,184493,172,121,49.9,40.6
4259,23,6,5,57.7,2677,1739,257,357953,433412,930672,184493,361,221,32.0,26.0
4260,23,6,6,85.4,3358,2882,439,260264,433412,930672,184493,566,403,24.5,40.5
4261,23,7,1,81.1,116023,62728,15639,15261904,19513367,42050734,8810216,10389,3975,13.3,29.3
4262,23,7,2,63.9,186803,118341,13581,16639943,19513367,42050734,8810216,24700,15902,50.6,19.9
4263,23,7,3,86.4,90419,51578,17190,15322571,19513367,42050734,8810216,9426,2894,34.3,76.1
4264,23,7,4,43.7,116423,80515,10949,15222195,19513367,42050734,8810216,15110,8090,61.6,47.8
4265,23,7,5,54.0,61642,51110,6917,18733521,19513367,42050734,8810216,2678,7579,31.5,40.8
4266,23,7,6,62.0,76717,34760,4463,17616220,19513367,42050734,8810216,5662,5016,73.6,46.1
4267,23,8,1,68.3,30262,20160,3942,6038858,7780174,17897382,3061157,2044,2760,50.2,67.3
4268,23,8,2,93.8,83303,53556,13324,6901422,7780174,17897382,3061157,8131,3063,53.8,74.7
4269,23,8,3,54.2,78330,37701,5854,7165007,7780174,17897382,3061157,5295,3589,53.0,83.8
4270,23,8,4,47.8,23883,28870,3428,6897991,7780174,17897382,3061157,2869,3194,69.0,72.7
4271,23,8,5,55.5,43822,30652,5159,5891072,7780174,17897382,3061157,2120,3621,69.4,66.1
4272,23,8,6,89.5,35256,18304,4065,6855137,7780174,17897382,3061157,1535,2750,46.3,50.0
4273,23,9,1,72.6,9809,4187,740,1640990,1925923,4057648,724487,577,722,68.4,48.8
4274,23,9,2,46.2,17107,11516,2306,1788479,1925923,4057648,724487,891,1688,40.7,48.1
4275,23,9,3,79.4,10120,7201,1944,1759320,1925923,4057648,724487,532,1279,26.7,63.1
4276,23,9,4,94.9,15197,11419,1408,1763008,1925923,4057648,724487,770,1986,24.7,28.2
4277,23,9,5,35.4,5827,4613,880,1806393,1925923,4057648,724487,843,719,37.1,52.4
4278,23,9,6,53.8,8921,6575,1745,1187005,1925923,4057648,724487,1023,994,58.5,15.7
4279,23,10,1,65.7,23810,11451,1675,9367591,11027425,22272619,5057775,663,458,58.8,63.5
4280,23,10,2,60.1,115514,93113,21576,6631720,11027425,22272619,5057775,21108,7877,3.1,54.9
4281,23,10,3,63.0,61462,33260,10604,7993932,11027425,22272619,5057775,7361,4323,42.9,74.0
4282,23,10,4,96.7,71158,40835,13269,10329340,11027425,22272619,5057775,8315,4519,51.3,23.0
4283,23,10,5,40.7,98531,53745,7738,9868588,11027425,22272619,5057775,11790,7578,46.0,57.1
4284,23,10,6,82.3,95700,58519,17323,7768167,11027425,22272619,5057775,13191,4781,68.5,19.6
4285,23,11,1,95.2,139423,87192,27843,11813090,16508453,40728127,6335436,6455,6645,58.4,45.1
4286,23,11,2,67.5,44410,24413,3548,10032061,16508453,40728127,6335436,1846,750,29.6,35.0
4287,23,11,3,85.9,101897,42113,7363,15740525,16508453,40728127,6335436,7459,6947,18.2,50.8
4288,23,11,4,92.1,76143,48572,14749,14057014,16508453,40728127,6335436,8229,1510,47.9,40.1
4289,23,11,5,52.7,194493,79850,9757,10856356,16508453,40728127,6335436,11869,14165,60.6,22.5
4290,23,11,6,61.8,139549,29102,14029,14742124,16508453,40728127,6335436,7209,7516,49.9,72.2
4291,23,12,1,81.0,70948,48489,12404,8257857,9518057,21723185,3869048,9172,6711,51.7,54.4
4292,23,12,2,58.4,33380,23406,3024,7994442,9518057,21723185,3869048,1601,2622,31.3,48.9
4293,23,12,3,96.1,94473,49441,12483,7349790,9518057,21723185,3869048,4187,7279,49.1,38.3
4294,23,12,4,67.3,44638,55173,11278,9039260,9518057,21723185,3869048,8243,5380,44.5,78.6
4295,23,12,5,62.3,83301,39394,8927,9120524,9518057,21723185,3869048,5922,4935,54.9,72.1
4296,23,12,6,54.1,63680,32951,11444,6613341,9518057,21723185,3869048,3331,4513,38.3,56.5
4297,23,13,1,90.4,47877,22485,6477,15845658,23249182,52870420,8467338,2916,796,39.6,62.8
4298,23,13,2,63.1,79158,49407,6711,20347281,23249182,52870420,8467338,8101,8688,21.0,86.3
4299,23,13,3,80.0,95532,76501,19505,17542000,23249182,52870420,8467338,12004,3534,55.2,46.9
4300,23,13,4,38.3,172245,70849,13450,22208081,23249182,52870420,8467338,4231,7155,50.2,76.0
4301,23,13,5,95.9,148195,104524,11184,19130756,23249182,52870420,8467338,12334,6063,32.6,60.8
4302,23,13,6,51.6,111863,48775,12680,20822584,23249182,52870420,8467338,3853,7695,71.4,55.7
4303,23,14,1,76.5,318049,229104,50152,31112495,32853344,68580262,16823981,21533,25352,18.3,42.1
4304,23,14,2,93.5,195706,140453,22873,23719925,32853344,68580262,16823981,9765,20108,35.6,0.0
4305,23,14,3,82.9,86279,54073,5595,30274587,32853344,68580262,16823981,8103,2472,40.7,24.8
4306,23,14,4,38.8,236815,154263,46895,27216600,32853344,68580262,16823981,19527,16220,25.4,75.3
4307,23,14,5,67.5,201315,103726,14511,25338504,32853344,68580262,16823981,6391,4246,47.7,17.5
4308,23,14,6,54.3,44526,110126,32003,23985749,32853344,68580262,16823981,27001,14109,50.6,70.7
4309,23,15,1,39.9,5541,3445,687,596374,898345,1813536,421581,769,324,41.3,53.0
4310,23,15,2,72.2,6426,5398,1820,755160,898345,1813536,421581,537,294,66.0,37.6
4311,23,15,3,40.0,1671,29511,340,681286,898345,1813536,421581,253,116,51.3,28.6
4312,23,15,4,44.6,44638,2725,921,654392,898345,1813536,421581,672,402,33.1,26.7
4313,23,15,5,72.3,5256,2651,526,875490,898345,1813536,421581,520,388,63.2,71.4
4314,23,15,6,84.5,3753,2956,466,806377,898345,1813536,421581,696,100,80.4,46.9
4315,23,16,1,41.7,45262,3951,981,519924,842714,1915002,291666,834,465,73.2,41.3
4316,23,16,2,52.9,4810,2488,758,636938,842714,1915002,291666,225,258,44.3,58.8
4317,23,16,3,52.7,5560,2393,373,663666,842714,1915002,291666,417,216,37.5,13.0
4318,23,16,4,92.6,8360,3535,615,555345,842714,1915002,291666,636,480,61.5,46.9
4319,23,16,5,51.5,2729,1719,296,791729,842714,1915002,291666,355,220,51.4,5.6
4320,23,16,6,87.2,6325,5407,1569,671312,842714,1915002,291666,308,386,49.9,36.0
4321,23,17,1,93.7,1728,1348,277,241811,298111,695008,109040,285,174,31.3,28.0
4322,23,17,2,66.7,2594,2020,585,232667,298111,695008,109040,336,338,40.6,29.6
4323,23,17,3,95.9,613,382,42,203558,298111,695008,109040,65,61,47.5,40.1
4324,23,17,4,71.2,915,366,108,257160,298111,695008,109040,34,11,91.5,43.9
4325,23,17,5,69.9,1516,1120,368,210426,298111,695008,109040,107,44,46.8,75.0
4326,23,17,6,55.2,2700,2243,498,272282,298111,695008,109040,339,379,64.5,39.0
4327,23,18,1,93.7,1401,1035,301,355699,562430,1237110,192077,81,116,49.5,55.6
4328,23,18,2,68.6,1595,1394,174,510677,562430,1237110,192077,300,222,58.3,62.2
4329,23,18,3,85.1,4497,2682,908,374706,562430,1237110,192077,614,295,46.6,22.8
4330,23,18,4,55.8,3297,2744,657,455030,562430,1237110,192077,435,93,55.5,91.0
4331,23,18,5,84.2,4915,3302,688,423876,562430,1237110,192077,229,335,65.9,22.2
4332,23,18,6,70.4,2625,1301,384,440261,562430,1237110,192077,69,184,67.7,70.8
4333,23,19,1,38.9,97203,72749,12834,12075377,13224835,25637404,3737162,18038,3745,63.1,54.9
4334,23,19,2,83.6,96582,78359,16438,10414893,13224835,25637404,3737162,5203,3931,30.1,48.1
4335,23,19,3,39.4,115597,82671,12440,11985606,13224835,25637404,3737162,12782,14106,33.5,38.1
4336,23,19,4,88.5,71665,53664,7338,11542068,13224835,25637404,3737162,6370,6832,79.9,64.3
4337,23,19,5,55.4,40414,30003,5817,9213289,13224835,25637404,3737162,2481,2820,70.4,59.4
4338,23,19,6,63.7,119809,96289,26488,10400897,13224835,25637404,3737162,21062,14927,49.5,64.4
4339,23,20,1,38.3,64035,48782,8846,6628395,8989851,18318640,3514259,4815,5120,50.4,71.4
4340,23,20,2,66.1,67129,43584,14054,7782418,8989851,18318640,3514259,9908,2788,97.8,46.1
4341,23,20,3,99.0,59528,37779,10749,6812276,8989851,18318640,3514259,2964,3842,42.4,32.5
4342,23,20,4,40.4,25113,17559,5923,5912915,8989851,18318640,3514259,3954,1929,36.3,68.2
4343,23,20,5,61.4,20559,17858,4260,8001190,8989851,18318640,3514259,3092,757,52.2,81.2
4344,23,20,6,36.3,39859,24625,2474,7300204,8989851,18318640,3514259,4673,4349,67.1,39.1
4345,23,21,1,36.9,117091,59835,6612,19637102,21576824,50939808,10476571,3894,3728,51.9,21.9
4346,23,21,2,37.2,199092,167810,48421,19669286,21576824,50939808,10476571,24707,8098,25.4,50.6
4347,23,21,3,55.2,192387,168631,33424,19140112,21576824,50939808,10476571,38053,16008,35.4,51.6
4348,23,21,4,58.5,44638,120056,37515,16251118,21576824,50939808,10476571,16105,20251,39.9,66.0
4349,23,21,5,41.6,156446,73743,16494,16800587,21576824,50939808,10476571,5365,2334,55.8,63.6
4350,23,21,6,39.5,44526,87383,12032,15989933,21576824,50939808,10476571,11583,2819,56.9,63.0
4351,23,22,1,93.2,630,499,71,190323,206130,440129,60872,87,27,35.5,37.9
4352,23,22,2,47.3,1518,669,220,139398,206130,440129,60872,152,111,29.2,42.4
4353,23,22,3,62.9,749,394,92,149965,206130,440129,60872,96,70,62.1,19.8
4354,23,22,4,69.4,628,445,117,132106,206130,440129,60872,73,29,67.9,100.0
4355,23,22,5,94.3,1334,1140,139,161937,206130,440129,60872,129,137,37.9,58.5
4356,23,22,6,38.8,534,348,102,181803,206130,440129,60872,36,55,45.8,57.6
4357,23,23,1,43.5,153331,137441,28318,15187543,19233292,44212565,8645856,19849,22256,40.5,51.9
4358,23,23,2,92.3,144636,117483,31652,17385155,19233292,44212565,8645856,14183,17329,6.2,69.5
4359,23,23,3,47.4,181866,144411,32259,14060072,19233292,44212565,8645856,26450,17556,42.7,89.0
4360,23,23,4,76.2,176043,152131,18726,12151325,19233292,44212565,8645856,32402,14450,23.1,83.3
4361,23,23,5,53.9,88992,68520,14830,16989779,19233292,44212565,8645856,16585,3651,40.4,87.7
4362,23,23,6,93.3,88984,73383,23907,14545736,19233292,44212565,8645856,3731,5983,42.7,45.9
4363,23,24,1,74.5,104544,74256,13565,8066686,9979427,23101008,3604272,12143,13301,28.1,52.0
4364,23,24,2,89.3,50715,33014,8740,6457748,9979427,23101008,3604272,4700,3252,57.7,57.7
4365,23,24,3,49.4,91112,79939,23048,6304463,9979427,23101008,3604272,11113,11368,49.1,75.2
4366,23,24,4,72.7,96950,75797,18696,9508492,9979427,23101008,3604272,18853,10648,50.9,81.0
4367,23,24,5,61.6,71647,33854,8827,8070579,9979427,23101008,3604272,3331,5048,23.6,92.6
4368,23,24,6,43.8,108793,97804,28813,8713878,9979427,23101008,3604272,19545,8379,43.6,64.5
4369,23,25,1,81.4,9188,4575,1286,1012226,1194521,2258789,472643,610,337,45.8,48.0
4370,23,25,2,44.1,9903,6945,972,1066942,1194521,2258789,472643,394,993,50.2,27.4
4371,23,25,3,62.0,5975,4247,987,743035,1194521,2258789,472643,983,228,86.1,23.8
4372,23,25,4,36.0,10023,7397,1159,918640,1194521,2258789,472643,1352,504,40.7,55.4
4373,23,25,5,46.1,5484,4570,533,782533,1194521,2258789,472643,604,537,50.2,82.0
4374,23,25,6,67.1,2101,1532,477,974203,1194521,2258789,472643,356,175,65.1,62.1
4375,23,26,1,57.4,462785,351964,83878,53784073,63651378,140364174,30496125,42679,60045,22.7,49.9
4376,23,26,2,37.1,269234,182076,34246,44363975,63651378,140364174,30496125,36387,22512,46.8,53.7
4377,23,26,3,75.5,511794,229680,58497,58036095,63651378,140364174,30496125,46436,39019,34.8,51.4
4378,23,26,4,51.0,311248,271522,84664,52205315,63651378,140364174,30496125,48143,37685,25.0,56.9
4379,23,26,5,85.6,578679,400509,64653,55095726,63651378,140364174,30496125,32125,46147,94.7,66.6
4380,23,26,6,51.3,424136,367567,50819,47963664,63651378,140364174,30496125,71838,30086,49.6,48.8
4381,23,27,1,68.8,57271,31664,4288,3184237,5154714,12280086,2774723,4550,3865,65.1,77.9
4382,23,27,2,50.3,13182,8028,1641,3395261,5154714,12280086,2774723,984,1159,65.1,23.8
4383,23,27,3,48.9,56967,47362,7393,3282100,5154714,12280086,2774723,2574,8354,47.4,71.8
4384,23,27,4,51.8,38436,17180,2338,4579314,5154714,12280086,2774723,988,631,34.7,41.6
4385,23,27,5,46.9,57742,47433,7407,4056510,5154714,12280086,2774723,3718,1747,38.0,69.7
4386,23,27,6,61.2,35055,26994,7994,4030279,5154714,12280086,2774723,6113,3543,42.7,85.9
4387,23,28,1,90.5,191595,98406,31009,18227986,29423152,62475693,12068904,21769,6876,51.0,93.0
4388,23,28,2,76.0,96930,60489,18365,19133942,29423152,62475693,12068904,5028,7474,41.9,21.4
4389,23,28,3,95.8,95493,50310,16346,23602384,29423152,62475693,12068904,5799,2871,45.5,41.7
4390,23,28,4,61.9,200033,118200,38757,18521346,29423152,62475693,12068904,27185,10361,30.8,69.7
4391,23,28,5,55.2,44553,130796,17021,23735635,29423152,62475693,12068904,9366,15535,40.1,18.2
4392,23,28,6,77.7,109323,66029,17004,28357785,29423152,62475693,12068904,13074,4514,71.4,36.0
4393,23,29,1,49.0,25068,12101,2342,6372120,9381626,20629983,3789658,2767,1406,48.1,75.5
4394,23,29,2,61.3,45121,22387,3571,9186449,9381626,20629983,3789658,4170,2189,32.3,70.2
4395,23,29,3,90.2,29789,14227,1769,8173971,9381626,20629983,3789658,2494,993,30.5,25.7
4396,23,29,4,54.2,28995,16627,2820,6804799,9381626,20629983,3789658,3831,2061,36.3,70.2
4397,23,29,5,97.2,27750,21408,5721,8852656,9381626,20629983,3789658,2733,3486,7.4,53.0
4398,23,29,6,83.5,73344,33865,5610,6420565,9381626,20629983,3789658,8440,5043,30.2,61.4
4399,23,30,1,78.1,36700,31413,7451,2948004,3692011,7959832,1654876,1726,5554,34.5,55.5
4400,23,30,2,53.0,32168,24266,7687,2366449,3692011,7959832,1654876,1413,1832,90.5,82.6
4401,23,30,3,35.2,16502,10666,1775,3143780,3692011,7959832,1654876,677,620,11.7,67.1
4402,23,30,4,84.7,27368,21780,6898,2460036,3692011,7959832,1654876,5134,733,52.4,74.0
4403,23,30,5,63.6,30701,28710,4118,2507024,3692011,7959832,1654876,3498,2068,44.9,87.3
4404,23,30,6,65.6,14845,13300,2415,2355594,3692011,7959832,1654876,3197,831,49.8,32.7
4405,23,31,1,83.3,45262,257,57,51354,80274,167647,27902,28,40,34.3,59.6
4406,23,31,2,75.6,504,347,108,57710,80274,167647,27902,67,41,69.5,72.3
4407,23,31,3,88.6,657,293,63,67437,80274,167647,27902,65,47,47.9,39.5
4408,23,31,4,89.0,725,383,84,61643,80274,167647,27902,82,53,62.6,33.7
4409,23,31,5,80.2,874,710,232,51598,80274,167647,27902,114,106,49.0,57.8
4410,23,31,6,42.8,554,421,136,50926,80274,167647,27902,38,70,39.7,45.8
4411,23,32,1,65.0,1191,601,190,410588,433349,913218,160928,143,24,7.7,78.8
4412,23,32,2,39.1,2207,1474,466,367180,433349,913218,160928,301,121,42.0,77.4
4413,23,32,3,40.4,2068,1727,399,413061,433349,913218,160928,415,90,33.4,38.2
4414,23,32,4,58.0,3341,2287,238,417528,433349,913218,160928,277,404,63.5,60.2
4415,23,32,5,45.3,4331,3316,923,347945,433349,913218,160928,560,365,69.2,56.8
4416,23,32,6,91.4,2943,1343,309,365825,433349,913218,160928,72,232,65.1,55.7
4417,24,1,1,79.4,40119,16480,3839,14212059,14731828,31420970,7375893,3829,972,58.1,33.0
4418,24,1,2,46.2,108725,88940,22263,11982498,14731828,31420970,7375893,4701,3589,62.1,55.2
4419,24,1,3,50.5,47803,22085,6439,10316872,14731828,31420970,7375893,2680,825,64.5,48.0
4420,24,1,4,46.4,40281,34579,11461,11626545,14731828,31420970,7375893,5012,3485,61.6,53.6
4421,24,1,5,90.2,50325,44011,5454,11923259,14731828,31420970,7375893,5996,1606,38.8,54.9
4422,24,1,6,43.7,105614,81806,8698,6613341,14731828,31420970,7375893,7814,3089,34.0,100.0
4423,24,2,1,61.1,2931,29447,209,414301,434963,902233,212029,309,267,77.6,48.2
4424,24,2,2,72.3,3891,3230,1054,358445,434963,902233,212029,678,440,38.0,58.7
4425,24,2,3,77.3,1609,1368,291,360436,434963,902233,212029,337,106,29.8,46.2
4426,24,2,4,37.6,3798,2566,440,396767,434963,902233,212029,345,197,61.5,48.7
4427,24,2,5,36.3,3941,3533,500,334709,434963,902233,212029,672,400,23.7,35.9
4428,24,2,6,90.9,4001,2673,315,292680,434963,902233,212029,650,339,35.3,30.6
4429,24,3,1,84.3,81655,38334,11699,7852263,9695677,20934308,4616173,8156,2372,40.2,56.8
4430,24,3,2,65.2,18052,15636,4158,7149442,9695677,20934308,4616173,1031,1444,62.4,40.8
4431,24,3,3,67.2,101908,88258,8946,5948017,9695677,20934308,4616173,11789,6492,57.1,55.3
4432,24,3,4,69.6,101450,45599,4926,8075212,9695677,20934308,4616173,5765,5707,43.4,55.5
4433,24,3,5,54.2,81658,69772,24032,9497730,9695677,20934308,4616173,11850,8555,58.0,64.9
4434,24,3,6,37.7,66850,48247,8333,8020019,9695677,20934308,4616173,11337,6076,36.7,59.8
4435,24,4,1,84.4,113482,75441,12913,6616824,30170562,78600286,12679723,18354,6530,21.7,56.8
4436,24,4,2,75.7,269700,27048,31764,22203288,30170562,78600286,12679723,17262,11049,49.8,27.7
4437,24,4,3,49.0,47803,158176,50907,26207935,30170562,78600286,12679723,8866,22279,83.9,61.0
4438,24,4,4,75.5,127681,104845,11977,24023660,30170562,78600286,12679723,9803,14560,17.6,39.0
4439,24,4,5,36.4,127120,113257,26456,20753499,30170562,78600286,12679723,25524,7121,83.1,39.6
4440,24,4,6,94.2,263065,139733,40664,23647181,30170562,78600286,12679723,11704,8429,23.9,0.0
4441,24,5,1,61.9,52072,42246,8965,5154268,8192593,16917884,3050759,6420,2960,51.9,52.1
4442,24,5,2,86.6,73988,56865,6899,5136153,8192593,16917884,3050759,4198,6236,56.4,18.0
4443,24,5,3,38.5,15706,12051,3032,8025860,8192593,16917884,3050759,958,752,65.6,33.1
4444,24,5,4,85.7,34119,19153,6302,7868916,8192593,16917884,3050759,2213,2774,58.2,55.0
4445,24,5,5,85.3,85285,53433,10696,5336503,8192593,16917884,3050759,6413,8194,31.7,61.4
4446,24,5,6,39.7,47481,24424,3572,6629273,8192593,16917884,3050759,4243,2631,41.0,48.2
4447,24,6,1,73.0,45262,1496,456,376649,453498,917660,211480,226,245,36.6,31.3
4448,24,6,2,97.2,2489,1963,221,382036,453498,917660,211480,477,350,33.5,48.6
4449,24,6,3,45.6,2514,2062,270,411906,453498,917660,211480,416,123,56.9,56.3
4450,24,6,4,89.3,4129,1914,386,6690069,453498,917660,211480,297,154,30.5,23.7
4451,24,6,5,92.8,4787,2873,354,327004,453498,917660,211480,494,156,45.8,73.3
4452,24,6,6,47.4,3346,1616,442,397908,453498,917660,211480,325,200,53.6,73.9
4453,24,7,1,40.9,55106,44768,8445,13156162,19905554,42328006,8350425,9588,2420,41.3,69.3
4454,24,7,2,91.3,209267,87308,29049,14834041,19905554,42328006,8350425,7943,7618,42.0,64.7
4455,24,7,3,58.3,150596,129996,28991,16058712,19905554,42328006,8350425,18417,15721,49.1,39.3
4456,24,7,4,71.7,140141,113797,22582,12060493,19905554,42328006,8350425,21315,13462,56.3,76.5
4457,24,7,5,71.7,132809,80479,9947,13506374,19905554,42328006,8350425,12885,12168,43.7,49.6
4458,24,7,6,62.1,194390,174143,41488,15201143,19905554,42328006,8350425,38256,28241,52.1,46.3
4459,24,8,1,68.8,67910,32231,5238,7452660,8433053,17226567,3317987,7449,3547,73.4,80.5
4460,24,8,2,89.5,60833,35373,7850,6173123,8433053,17226567,3317987,5688,4584,17.2,53.2
4461,24,8,3,52.6,14691,12837,4166,6585097,8433053,17226567,3317987,1095,770,56.7,62.1
4462,24,8,4,61.2,26290,20404,5151,7661443,8433053,17226567,3317987,3772,1560,34.5,62.4
4463,24,8,5,40.3,59282,51684,17669,7854014,8433053,17226567,3317987,6023,9070,61.4,53.4
4464,24,8,6,40.1,31998,14921,4614,5953835,8433053,17226567,3317987,1244,2293,58.4,60.0
4465,24,9,1,51.4,18723,12798,4306,1208754,1779134,4485616,919593,3036,1999,38.1,48.4
4466,24,9,2,71.8,10852,6687,1031,1311369,1779134,4485616,919593,1498,535,61.8,56.4
4467,24,9,3,75.6,17931,15991,2156,1520833,1779134,4485616,919593,1707,513,44.8,45.4
4468,24,9,4,44.5,20351,14671,3471,1169968,1779134,4485616,919593,3474,2044,45.2,28.4
4469,24,9,5,40.6,5875,2994,1027,1719964,1779134,4485616,919593,658,506,59.0,61.3
4470,24,9,6,73.0,20117,9858,1310,6613341,1779134,4485616,919593,774,1290,57.1,89.5
4471,24,10,1,38.7,74725,48414,7232,8532424,9679105,24027060,4040049,6694,2966,63.3,50.7
