fact_id,date_id,state_id,disease_id,source_id,population_under_surveillance,total_reported_cases,active_cases,recovered_cases,deaths,urban_cases,rural_cases,hospitalized_cases,icu_admissions,case_fatality_rate,recovery_rate,public_health_risk_score,report_date_raw
7990,21,26,10,4,231455410,2354,415,1887.0,52.0,1408,946,209.0,16.0,2.21,80.16,10.4,09/01/2023
7991,21,26,11,1,202980999,6292,1464,4738.0,90.0,4077,2215,1103.0,308.0,1.43,75.3,15.5,2023-09-01
7992,21,26,12,6,214849048,5452,932,4382.0,138.0,2278,3174,601.0,37.0,,80.37,14.8,2023-09-01
7993,21,27,1,4,18957915,341,24,316.0,1.0,163,178,25.0,6.0,0.29,92.67,8.8,2023-09-01
7994,21,27,2,2,18010428,354,47,302.0,5.0,227,127,22.0,1.0,1.41,85.31,14.8,2023-09-01
7995,21,27,3,2,19453885,446,8,430.0,8.0,157,289,46.0,5.0,1.79,96.41,13.0,2023-09-01
7996,21,27,4,2,17018192,1519,290,1193.0,36.0,723,796,199.0,59.0,2.37,78.54,46.9,01-09-2023
7997,21,27,5,2,17534467,905,167,712.0,26.0,489,416,103.0,9.0,2.87,78.67,29.0,2023-09-01
7998,21,27,6,4,19022382,739,19,711.0,9.0,414,325,58.0,13.0,1.22,96.21,21.0,2023-09-01
7999,21,27,7,5,19373730,665,39,607.0,19.0,286,379,160.0,45.0,2.86,91.28,29.1,2023-09-01
8000,21,27,8,3,18998023,865,101,747.0,17.0,587,278,116.0,23.0,1.97,86.36,32.1,2023-09-01
8001,21,27,9,6,19838453,476,79,386.0,11.0,190,286,73.0,20.0,2.31,81.09,21.3,2023-09-01
8002,21,27,10,4,19311060,572,5,553.0,14.0,337,235,138.0,28.0,2.45,96.68,25.6,2023-09-01
8003,21,27,11,1,19990079,672,25,645.0,2.0,337,335,90.0,6.0,0.3,95.98,17.8,2023-09-01
8004,21,27,12,2,18641948,690,108,579.0,3.0,513,177,153.0,21.0,0.43,83.91,13.7,2023-09-01
8005,21,28,1,6,86745830,3881,626,3183.0,72.0,2021,1860,815.0,230.0,1.86,82.01,29.2,2023-09-01
8006,21,28,2,1,90351160,2787,304,2468.0,15.0,1797,990,442.0,84.0,0.54,88.55,15.4,2023-09-01
8007,21,28,3,5,95220768,3161,299,2801.0,,1611,1550,,98.0,1.93,88.61,24.8,2023-09-01
8008,21,28,4,1,97725241,8767,196,8408.0,163.0,5053,3714,1133.0,314.0,1.86,95.91,50.3,2023-09-01
8009,21,28,5,3,96208351,10939,797,10074.0,68.0,4838,6101,1330.0,112.0,0.62,92.09,55.3,2023-09-01
8010,21,28,6,1,89863013,2373,223,,6.0,1706,667,575.0,80.0,0.25,90.35,16.5,2023-09-01
8011,21,28,7,2,98320170,2913,363,2457.0,93.0,1285,1628,435.0,37.0,,84.35,28.5,2023-09-01
8012,21,28,8,2,94150763,4089,543,3446.0,100.0,2697,1392,788.0,215.0,2.45,84.27,28.4,2023-09-01
8013,21,28,9,2,89361518,3736,332,3390.0,14.0,1457,2279,286.0,73.0,0.37,90.74,17.7,2023-09-01
8014,21,28,10,4,93800929,1658,193,1433.0,32.0,625,1033,262.0,55.0,1.93,86.43,12.1,2023-09-01
8015,21,28,11,2,86827320,1317,66,1210.0,41.0,677,640,206.0,24.0,3.11,91.88,11.8,01-09-2023
8016,21,28,12,4,96838389,4266,382,3789.0,95.0,1843,2423,452.0,66.0,2.23,88.82,32.6,2023-09-01
8017,21,29,1,6,30731796,286,55,231.0,0.0,204,82,29.0,2.0,0.0,80.77,0.0,2023-09-01
8018,21,29,2,1,29087286,586,41,541.0,4.0,279,307,67.0,14.0,0.68,92.32,15.0,2023-09-01
8019,21,29,3,2,31009591,1368,4,1322.0,42.0,790,578,226.0,,3.07,96.64,33.9,2023-09-01
8020,21,29,4,2,30557346,2361,531,1822.0,8.0,1055,1306,426.0,110.0,0.34,77.17,37.8,2023-09-01
8021,21,29,5,1,29163520,1361,95,1254.0,12.0,515,846,81.0,18.0,0.88,92.14,19.4,2023-09-01
8022,21,29,6,1,32190167,844,118,712.0,14.0,496,348,172.0,20.0,1.66,84.36,19.8,2023-09-01
8023,21,29,7,2,28801663,812,114,697.0,1.0,520,292,99.0,25.0,0.12,85.84,14.6,2023-09-01
8024,21,29,8,4,31888049,1038,156,874.0,8.0,693,345,140.0,19.0,0.77,84.2,20.0,2023-09-01
8025,21,29,9,3,30333255,604,45,539.0,20.0,408,196,126.0,35.0,3.31,89.24,19.7,2023-09-01
8026,21,29,10,3,30094865,307,54,249.0,4.0,202,105,42.0,8.0,1.3,81.11,3.7,2023-09-01
8027,21,29,11,4,32328859,828,156,663.0,9.0,307,521,70.0,12.0,1.09,80.07,17.8,01/09/2023
8028,21,29,12,3,29159531,620,20,581.0,19.0,325,295,127.0,12.0,3.06,93.71,23.4,2023-09-01
8029,21,30,1,1,13173165,148,21,126.0,1.0,66,82,25.0,3.0,0.68,85.14,7.1,2023-09-01
8030,21,30,2,6,13112860,366,17,348.0,1.0,144,222,34.0,5.0,0.27,95.08,12.6,2023-09-01
8031,21,30,3,4,11797969,90,15,73.0,2.0,46,44,19.0,0.0,2.22,81.11,13.5,2023-09-01
8032,21,30,4,2,12761858,457,85,367.0,5.0,290,167,70.0,14.0,1.09,80.31,18.9,2023-09-01
8033,21,30,5,2,11605296,742,82,644.0,16.0,326,416,147.0,40.0,2.16,86.79,32.5,2023-09-01
8034,21,30,6,5,12155048,780,43,734.0,3.0,538,242,149.0,39.0,0.38,94.1,27.3,2023-09-01
8035,21,30,7,6,12725507,391,47,335.0,9.0,187,204,62.0,10.0,2.3,85.68,24.4,2023-09-01
8036,21,30,8,6,11586650,692,105,580.0,7.0,439,253,65.0,13.0,1.01,83.82,25.7,2023-09-01
8037,21,30,9,5,12550903,202,21,179.0,,115,87,12.0,2.0,0.99,88.61,11.1,2023-09-01
8038,21,30,10,4,11809974,186,32,154.0,0.0,94,92,24.0,6.0,0.0,82.8,2.7,2023-09-01
8039,21,30,11,4,12099687,134,25,107.0,2.0,78,56,11.0,3.0,1.49,79.85,12.8,2023-09-01
8040,21,30,12,4,12512658,326,52,272.0,2.0,172,154,16.0,4.0,0.61,83.44,10.1,09/01/2023
8041,21,31,1,1,273438,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,6.1,2023-09-01
8042,21,31,2,2,290510,8,1,7.0,0.0,5,3,1.0,0.0,122.0,122.0,5.2,2023-09-01
8043,21,31,3,1,264813,8,2,6.0,0.0,3,5,1.0,0.0,0.0,75.0,0.0,2023-09-01
8044,21,31,4,4,270577,24,3,21.0,0.0,11,13,4.0,0.0,0.0,87.5,8.5,2023-09-01
8045,21,31,5,6,257898,6,1,5.0,0.0,2,4,0.0,0.0,135.8,115.0,1.0,2023-09-01
8046,21,31,6,3,262934,12,1,11.0,0.0,4,8,0.0,0.0,0.0,91.67,4.5,2023-09-01
8047,21,31,7,5,279695,9,1,8.0,0.0,4,5,1.0,0.0,0.0,88.89,1.9,2023-09-01
8048,21,31,8,3,281048,27,2,25.0,0.0,12,15,4.0,0.0,0.0,92.59,14.8,2023-09-01
8049,21,31,9,4,262274,7,2,5.0,0.0,2,5,0.0,0.0,0.0,71.43,4.7,2023-09-01
8050,21,31,10,4,268728,3,1,2.0,0.0,1,2,,0.0,0.0,66.67,5.0,2023-09-01
8051,21,31,11,6,274488,2,1,1.0,0.0,0,2,0.0,0.0,0.0,50.0,0.0,2023-09-01
8052,21,31,12,5,258013,3,1,2.0,0.0,2,1,0.0,0.0,0.0,66.67,3.3,2023-09-01
8053,21,32,1,5,1407934,19,3,16.0,0.0,8,11,1.0,0.0,0.0,84.21,3.8,2023-09-01
8054,21,32,2,5,1491921,36,2,34.0,0.0,14,22,4.0,1.0,,94.44,16.5,2023-09-01
8055,21,32,3,3,1471526,26,6,20.0,0.0,17,9,2.0,0.0,0.0,76.92,11.6,01-09-2023
8056,21,32,4,4,1316031,89,13,74.0,2.0,59,30,6.0,1.0,2.25,83.15,33.8,2023-09-01
8057,21,32,5,5,1369461,131,10,119.0,2.0,81,50,9.0,1.0,1.53,90.84,43.7,2023-09-01
8058,21,32,6,6,1455278,59,4,,0.0,32,27,13.0,3.0,0.0,93.22,22.5,09/01/2023
8059,21,32,7,6,1372561,75,17,58.0,0.0,51,24,11.0,2.0,0.0,77.33,20.1,2023-09-01
8060,21,32,8,3,1326047,42,4,38.0,0.0,18,24,7.0,1.0,0.0,90.48,15.4,2023-09-01
8061,21,32,9,5,1461311,31,5,26.0,0.0,18,13,4.0,1.0,0.0,83.87,9.6,2023-09-01
8062,21,32,10,3,1453084,15,2,13.0,0.0,8,7,2.0,0.0,0.0,86.67,1.2,2023-09-01
8063,21,32,11,3,1278098,16,3,13.0,0.0,8,8,3.0,0.0,0.0,81.25,9.7,2023-09-01
8064,21,32,12,5,1482699,57,13,43.0,1.0,25,32,12.0,2.0,1.75,75.44,24.0,2023-09-01
8065,22,1,1,3,52170063,921,225,693.0,3.0,451,470,84.0,15.0,0.33,75.24,13.3,2023-10-01
8066,22,1,2,3,51185171,1240,117,1104.0,19.0,758,482,67.0,18.0,1.53,89.03,20.7,2023-10-01
8067,22,1,3,4,49098317,963,227,734.0,2.0,447,516,67.0,9.0,0.21,76.22,8.6,2023-10-01
8068,22,1,4,5,46071070,2422,248,2095.0,79.0,1252,1170,518.0,126.0,3.26,86.5,29.6,2023-10-01
8069,22,1,5,6,52234647,1408,277,1088.0,43.0,856,552,302.0,49.0,3.05,77.27,18.6,2023-10-01
8070,22,1,6,5,45981969,1135,65,1064.0,6.0,521,614,190.0,35.0,0.53,93.74,12.2,2023-10-01
8071,22,1,7,2,53890110,1224,195,991.0,38.0,792,432,186.0,9.0,3.1,80.96,17.3,2023-10-01
8072,22,1,8,6,51838626,548,28,502.0,18.0,238,310,65.0,18.0,3.28,91.61,16.3,2023-10-01
8073,22,1,9,6,47717883,958,42,900.0,16.0,539,419,89.0,24.0,1.67,93.95,13.2,2023-10-01
8074,22,1,10,6,51301586,453,48,399.0,6.0,330,123,88.0,,1.32,88.08,5.6,2023-10-01
8075,22,1,11,3,51481715,2082,465,,34.0,1036,1046,274.0,77.0,1.63,76.03,28.2,2023-10-01
8076,22,1,12,4,49613495,1577,323,1217.0,37.0,653,924,232.0,53.0,2.35,77.17,26.3,2023-10-01
8077,22,2,1,2,1509164,29,2,27.0,0.0,12,17,5.0,1.0,0.0,93.1,11.5,2023-10-01
8078,22,2,2,6,1599979,16,2,,0.0,8,8,2.0,,0.0,87.5,6.1,2023-10-01
8079,22,2,3,6,1457324,14,3,11.0,0.0,5,9,1.0,0.0,0.0,78.57,3.5,2023-10-01
8080,22,2,4,5,1396703,17,1,16.0,0.0,10,7,3.0,0.0,0.0,94.12,2.0,2023-10-01
8081,22,2,5,3,1390902,54,9,44.0,1.0,30,24,3.0,0.0,1.85,81.48,20.0,2023-10-01
8082,22,2,6,6,1518292,130,11,118.0,1.0,48,82,23.0,5.0,0.77,90.77,47.6,2023-10-01
8083,22,2,7,3,1455805,18,4,14.0,0.0,8,10,3.0,0.0,0.0,77.78,6.1,2023-10-01
8084,22,2,8,4,1393375,11,3,8.0,0.0,7,4,,0.0,0.0,72.73,2.0,2023-10-01
8085,22,2,9,5,1533215,15,2,13.0,0.0,11,4,0.0,0.0,0.0,86.67,7.6,2023-10-01
8086,22,2,10,3,1595374,19,2,17.0,0.0,12,7,3.0,0.0,0.0,89.47,6.6,2023-10-01
8087,22,2,11,5,1488604,81,16,63.0,2.0,37,44,12.0,2.0,2.47,77.78,34.9,10/01/2023
8088,22,2,12,1,1447656,30,8,22.0,0.0,19,11,3.0,0.0,0.0,73.33,6.9,2023-10-01
8089,22,3,1,5,30264292,522,91,416.0,15.0,386,136,68.0,7.0,2.87,79.69,16.3,2023-10-01
8090,22,3,2,1,33367013,469,17,445.0,7.0,317,152,85.0,15.0,1.49,94.88,13.4,10/01/2023
8091,22,3,3,3,34055487,367,10,347.0,10.0,192,175,25.0,7.0,2.72,94.55,10.5,2023-10-01
8092,22,3,4,4,35288108,2564,345,2187.0,32.0,1668,896,563.0,30.0,1.25,85.3,44.1,2023-10-01
8093,22,3,5,5,35585896,1698,165,1503.0,30.0,1091,607,270.0,74.0,1.77,88.52,29.6,2023-10-01
8094,22,3,6,3,30350870,3057,65,2922.0,70.0,1824,1233,669.0,182.0,2.29,95.58,45.6,2023-10-01
8095,22,3,7,4,32252723,604,80,505.0,19.0,268,336,105.0,19.0,3.15,83.61,16.1,2023-10-01
8096,22,3,8,1,34415451,717,11,694.0,12.0,282,435,78.0,18.0,1.67,96.79,14.6,2023-10-01
8097,22,3,9,6,33957476,401,-74,320.0,-7.0,259,142,89.0,19.0,1.75,79.8,15.4,2023-10-01
8098,22,3,10,5,33651161,290,54,231.0,5.0,166,124,48.0,10.0,1.72,79.66,5.8,2023-10-01
8099,22,3,11,4,30387502,282,34,241.0,7.0,162,120,47.0,6.0,2.48,85.46,6.8,2023-10-01
8100,22,3,12,1,32041628,1237,134,1068.0,35.0,463,774,80.0,5.0,2.83,86.34,25.9,2023-10-01
8101,22,4,1,1,124539058,5564,1291,4190.0,83.0,3462,2102,961.0,70.0,1.49,75.31,28.9,2023-10-01
8102,22,4,2,1,119936429,1336,229,1091.0,16.0,611,725,295.0,80.0,1.2,81.66,9.9,01/10/2023
8103,22,4,3,1,116463155,1950,208,1686.0,56.0,1351,599,205.0,,2.87,86.46,15.9,2023-10-01
8104,22,4,4,5,124160385,3851,717,3082.0,52.0,2354,1497,218.0,20.0,114.5,111.0,17.0,2023-10-01
8105,22,4,5,2,109123840,4766,871,3762.0,133.0,3332,1434,681.0,107.0,2.79,78.93,26.5,2023-10-01
8106,22,4,6,6,117315399,7901,587,7215.0,99.0,3404,4497,1406.0,124.0,1.25,91.32,37.0,2023-10-01
8107,22,4,7,2,124119424,775,25,747.0,3.0,316,459,113.0,19.0,0.39,96.39,4.0,01/10/2023
8108,22,4,8,6,108024053,1851,235,1559.0,57.0,1151,700,319.0,46.0,3.08,84.22,18.7,2023-10-01
8109,22,4,9,1,108064053,3674,58,3517.0,99.0,2423,1251,399.0,117.0,2.69,95.73,25.1,2023-10-01
8110,22,4,10,5,115403649,1571,175,1347.0,49.0,1155,416,199.0,31.0,3.12,85.74,16.8,2023-10-01
8111,22,4,11,3,112208696,4274,354,3791.0,129.0,2354,1920,439.0,32.0,3.02,88.7,28.8,2023-10-01
8112,22,4,12,2,119279508,5315,1026,4130.0,159.0,2784,2531,845.0,248.0,2.99,77.7,33.0,2023-10-01
8113,22,5,1,5,28947547,601,91,501.0,9.0,428,173,109.0,11.0,1.5,83.36,10.4,2023-10-01
8114,22,5,2,3,26931322,483,3,464.0,16.0,278,205,106.0,25.0,3.31,96.07,15.4,2023-10-01
8115,22,5,3,3,27532830,343,37,299.0,,238,105,66.0,13.0,2.04,87.17,11.1,2023-10-01
8116,22,5,4,2,28787356,1380,213,1135.0,32.0,622,758,283.0,78.0,2.32,82.25,31.3,01/10/2023
8117,22,5,5,5,28262538,1986,272,1665.0,49.0,996,990,289.0,86.0,2.47,83.84,45.3,2023-10-01
8118,22,5,6,2,28561245,1532,52,1470.0,10.0,810,722,293.0,54.0,0.65,95.95,32.3,2023-10-01
8119,22,5,7,4,26225934,498,35,453.0,10.0,217,281,,8.0,2.01,90.96,16.7,2023-10-01
8120,22,5,8,5,28395029,686,52,630.0,4.0,489,197,137.0,29.0,0.58,91.84,15.9,01/10/2023
8121,22,5,9,2,25049069,588,80,499.0,9.0,227,361,100.0,23.0,1.53,84.86,14.4,01-10-2023
8122,22,5,10,6,26754958,436,74,361.0,1.0,228,208,,12.0,0.23,82.8,4.0,2023-10-01
8123,22,5,11,3,28723221,798,99,675.0,24.0,326,472,140.0,40.0,3.01,84.59,26.4,2023-10-01
8124,22,5,12,1,27006433,657,80,573.0,4.0,438,219,54.0,6.0,0.61,87.21,16.8,01-10-2023
8125,22,6,1,4,1445888,53,14,39.0,0.0,19,34,10.0,1.0,0.0,73.58,15.1,2023-10-01
8126,22,6,2,4,1589216,21,6,15.0,0.0,10,11,4.0,0.0,0.0,71.43,4.0,2023-10-01
8127,22,6,3,2,1369891,31,2,29.0,0.0,14,17,5.0,0.0,0.0,93.55,10.9,2023-10-01
8128,22,6,4,3,1478734,48,11,36.0,1.0,29,19,8.0,2.0,2.08,75.0,22.1,2023-10-01
8129,22,6,5,2,1437826,53,5,48.0,0.0,23,30,9.0,0.0,0.0,90.57,20.4,2023-10-01
8130,22,6,6,4,1453145,52,12,39.0,1.0,35,17,7.0,1.0,1.92,75.0,19.1,2023-10-01
8131,22,6,7,5,1497145,22,6,16.0,0.0,8,14,2.0,0.0,0.0,72.73,4.6,2023-10-01
8132,22,6,8,4,1454992,36,8,28.0,0.0,20,16,5.0,1.0,0.0,77.78,14.5,2023-10-01
8133,22,6,9,1,1428350,19,4,15.0,0.0,12,7,1.0,0.0,0.0,78.95,7.1,2023-10-01
8134,22,6,10,4,1468548,40,7,33.0,0.0,20,20,4.0,0.0,0.0,82.5,10.1,2023-10-01
8135,22,6,11,4,1515078,27,2,25.0,0.0,17,10,1.0,0.0,,92.59,12.2,2023-10-01
8136,22,6,12,4,1509608,27,3,24.0,0.0,15,12,3.0,0.0,0.0,88.89,3.9,2023-10-01
8137,22,7,1,4,67881536,1057,238,,19.0,388,669,187.0,48.0,1.8,75.69,15.4,01/10/2023
8138,22,7,2,3,60377690,2267,271,1944.0,52.0,1243,1024,283.0,17.0,2.29,85.75,25.8,2023-10-01
8139,22,7,3,6,65111907,585,76,503.0,6.0,387,198,126.0,7.0,1.03,85.98,9.4,2023-10-01
8140,22,7,4,5,61210247,2674,454,2201.0,,1533,1141,417.0,57.0,0.71,82.31,24.9,2023-10-01
8141,22,7,5,1,65077487,6585,464,6001.0,120.0,4184,2401,1247.0,298.0,1.82,91.13,47.4,2023-10-01
8142,22,7,6,5,67555125,2608,418,2103.0,87.0,1693,915,501.0,54.0,3.34,80.64,26.5,2023-10-01
8143,22,7,7,4,63446687,541,40,493.0,8.0,333,208,,9.0,1.48,91.13,7.0,2023-10-01
8144,22,7,8,3,66534886,721,66,653.0,,292,429,149.0,,0.28,90.57,10.7,2023-10-01
8145,22,7,9,1,68037140,1692,108,1567.0,17.0,993,699,247.0,28.0,1.0,92.61,18.9,2023-10-01
8146,22,7,10,6,66174920,1969,111,1836.0,22.0,1436,533,413.0,109.0,1.12,93.25,16.0,2023-10-01
8147,22,7,11,2,68888626,1539,22,1487.0,30.0,689,850,364.0,65.0,1.95,96.62,20.1,2023-10-01
8148,22,7,12,2,62460925,2319,394,1907.0,18.0,930,1389,122.0,19.0,0.78,82.23,19.0,2023-10-01
8149,22,8,1,3,26897811,480,99,374.0,7.0,188,292,78.0,10.0,1.46,77.92,13.7,2023-10-01
8150,22,8,2,2,27348137,453,40,401.0,12.0,246,207,108.0,25.0,2.65,88.52,20.4,2023-10-01
8151,22,8,3,2,26427033,377,64,312.0,,197,180,19.0,3.0,0.27,82.76,6.0,2023-10-01
8152,22,8,4,4,25485260,1855,59,1767.0,29.0,680,1175,409.0,64.0,1.56,95.26,40.3,2023-10-01
8153,22,8,5,6,26552343,432,82,340.0,10.0,172,260,46.0,10.0,2.31,78.7,16.6,2023-10-01
8154,22,8,6,2,26373408,2345,65,2200.0,80.0,1701,644,278.0,47.0,3.41,93.82,47.3,2023-10-01
8155,22,8,7,1,25293354,696,140,553.0,3.0,402,294,95.0,25.0,0.43,79.45,11.3,2023-10-01
8156,22,8,8,1,25450861,482,115,365.0,2.0,270,212,91.0,,0.41,75.73,7.4,2023-10-01
8157,22,8,9,3,25070588,421,11,401.0,9.0,247,174,39.0,5.0,2.14,95.25,13.1,2023-10-01
8158,22,8,10,1,25497798,356,36,313.0,7.0,188,168,75.0,7.0,1.97,87.92,11.7,2023-10-01
8159,22,8,11,6,27487232,938,-127,790.0,-21.0,512,426,91.0,9.0,2.24,84.22,20.4,2023-10-01
8160,22,8,12,4,28379406,749,38,707.0,4.0,555,194,115.0,24.0,0.53,94.39,14.7,01-10-2023
8161,22,9,1,3,6316357,125,23,98.0,4.0,61,64,18.0,4.0,3.2,78.4,20.1,2023-10-01
8162,22,9,2,3,6704387,123,11,110.0,2.0,48,75,19.0,5.0,1.63,89.43,14.6,2023-10-01
8163,22,9,3,3,6893702,136,9,126.0,1.0,52,84,22.0,2.0,0.74,92.65,8.2,2023-10-01
8164,22,9,4,2,7027238,377,36,330.0,11.0,159,218,91.0,10.0,2.92,87.53,38.3,2023-10-01
8165,22,9,5,5,6870968,211,19,190.0,2.0,142,69,19.0,1.0,0.95,90.05,12.4,2023-10-01
8166,22,9,6,5,7221212,258,55,202.0,1.0,136,122,38.0,5.0,0.39,78.29,13.9,2023-10-01
8167,22,9,7,2,6381902,103,22,78.0,3.0,47,56,14.0,2.0,2.91,75.73,13.4,2023-10-01
8168,22,9,8,4,6291839,194,42,149.0,3.0,87,107,16.0,2.0,1.55,76.8,20.3,2023-10-01
8169,22,9,9,2,6366729,114,9,104.0,1.0,65,49,12.0,2.0,0.88,91.23,10.7,01-10-2023
8170,22,9,10,2,6903342,55,1,53.0,1.0,27,28,5.0,0.0,1.82,96.36,7.8,01-10-2023
8171,22,9,11,6,6841501,162,15,147.0,0.0,99,63,33.0,9.0,0.0,90.74,11.9,2023-10-01
8172,22,9,12,3,6838810,88,3,83.0,2.0,38,50,21.0,4.0,2.27,94.32,16.1,10/01/2023
8173,22,10,1,3,34949164,230,20,205.0,5.0,96,134,25.0,7.0,2.17,89.13,6.0,2023-10-01
8174,22,10,2,3,37902403,875,160,694.0,21.0,623,252,134.0,23.0,2.4,79.31,21.6,2023-10-01
8175,22,10,3,4,33480703,1535,62,1445.0,28.0,563,972,330.0,92.0,1.82,94.14,24.5,2023-10-01
8176,22,10,4,2,36439601,842,42,771.0,29.0,507,335,132.0,34.0,,91.57,17.1,2023-10-01
8177,22,10,5,3,37945193,567,11,548.0,8.0,267,300,42.0,10.0,1.41,96.65,11.4,2023-10-01
8178,22,10,6,1,36947878,2037,358,1616.0,63.0,1016,1021,236.0,47.0,3.09,79.33,35.1,2023-10-01
8179,22,10,7,1,37201213,973,77,886.0,10.0,706,267,164.0,38.0,1.03,91.06,13.0,2023-10-01
8180,22,10,8,5,34833270,296,49,240.0,7.0,146,150,15.0,2.0,2.36,81.08,6.2,2023-10-01
8181,22,10,9,6,36009747,568,112,446.0,10.0,379,189,107.0,29.0,1.76,78.52,9.2,2023-10-01
8182,22,10,10,5,36014537,478,94,370.0,14.0,285,193,113.0,15.0,2.93,77.41,14.9,2023-10-01
8183,22,10,11,4,38034634,580,45,531.0,,422,158,116.0,21.0,0.69,91.55,5.0,2023-10-01
8184,22,10,12,2,35491775,801,52,736.0,13.0,308,493,197.0,52.0,1.62,91.89,18.1,01/10/2023
8185,22,11,1,2,61649037,1025,108,901.0,16.0,550,475,not reported,53.0,1.56,87.9,11.7,2023-10-01
8186,22,11,2,1,63589895,2039,360,1657.0,22.0,752,1287,366.0,59.0,1.08,81.27,14.0,10/01/2023
8187,22,11,3,1,64311515,1600,238,1320.0,42.0,1150,450,266.0,41.0,2.62,82.5,24.3,2023-10-01
8188,22,11,4,2,65474001,2656,321,2301.0,34.0,1355,1301,632.0,127.0,1.28,86.63,18.8,2023-10-01
8189,22,11,5,4,63758147,1152,119,1023.0,10.0,715,437,263.0,13.0,0.87,88.8,11.3,2023-10-01
8190,22,11,6,3,62070431,3906,769,3023.0,114.0,1478,2428,369.0,,2.92,77.39,42.5,2023-10-01
8191,22,11,7,2,63413558,678,40,631.0,7.0,448,230,117.0,14.0,1.03,93.07,10.2,2023-10-01
8192,22,11,8,2,60851680,732,32,694.0,6.0,530,202,123.0,35.0,0.82,94.81,3.7,2023-10-01
8193,22,11,9,1,59933194,1578,245,1302.0,31.0,622,956,394.0,39.0,1.96,82.51,17.1,2023-10-01
8194,22,11,10,2,61783080,1899,261,1594.0,44.0,1272,627,448.0,124.0,2.32,83.94,20.3,2023-10-01
8195,22,11,11,5,63607797,713,122,567.0,24.0,403,310,103.0,20.0,3.37,79.52,15.2,2023-10-01
8196,22,11,12,5,60905581,1896,351,1537.0,8.0,1049,847,140.0,28.0,0.42,81.07,11.8,2023-10-01
8197,22,12,1,1,31707356,1499,338,1129.0,32.0,1073,426,,19.0,2.13,75.32,28.2,2023-10-01
8198,22,12,2,2,33764846,156,24,132.0,0.0,102,54,8.0,2.0,0.0,84.62,0.0,01/10/2023
8199,22,12,3,2,35557427,404,62,,7.0,178,226,38.0,10.0,1.73,82.92,12.5,2023-10-01
8200,22,12,4,2,32951335,653,69,,16.0,467,186,139.0,23.0,,86.98,13.6,2023-10-01
8201,22,12,5,3,33488646,2694,377,2261.0,56.0,1566,1128,452.0,39.0,2.08,83.93,44.8,2023-10-01
8202,22,12,6,3,32427235,1054,95,942.0,17.0,768,286,252.0,17.0,1.61,89.37,23.2,2023-10-01
8203,22,12,7,4,32894532,674,36,626.0,,379,295,34.0,9.0,1.78,92.88,15.9,2023-10-01
8204,22,12,8,1,35231650,389,54,328.0,7.0,247,142,64.0,3.0,1.8,84.32,11.3,2023-10-01
8205,22,12,9,2,30794993,768,11,735.0,22.0,437,331,132.0,,2.86,95.7,23.0,2023-10-01
8206,22,12,10,1,34011160,381,35,344.0,2.0,276,105,88.0,9.0,0.52,90.29,10.0,10/01/2023
8207,22,12,11,4,30568790,759,167,576.0,16.0,535,224,100.0,21.0,2.11,75.89,13.9,2023-10-01
8208,22,12,12,3,35173531,366,78,283.0,,209,157,77.0,5.0,1.37,77.32,10.7,2023-10-01
8209,22,13,1,4,79833061,1343,180,1160.0,3.0,964,379,186.0,23.0,0.22,86.37,10.1,2023-10-01
8210,22,13,2,4,77270625,657,53,593.0,11.0,346,311,129.0,33.0,1.67,90.26,12.6,2023-10-01
8211,22,13,3,6,83341357,1170,148,986.0,36.0,550,620,107.0,31.0,3.08,84.27,20.2,2023-10-01
8212,22,13,4,5,79219092,5275,1003,4250.0,22.0,2338,2937,1199.0,144.0,0.42,80.57,27.7,2023-10-01
8213,22,13,5,6,82776716,5575,1095,4310.0,170.0,2377,3198,694.0,141.0,,77.31,39.5,2023-10-01
8214,22,13,6,3,82782260,1816,275,1491.0,50.0,640,1176,216.0,23.0,2.75,82.1,20.9,2023-10-01
8215,22,13,7,5,75620627,770,165,,13.0,533,237,83.0,10.0,1.69,76.88,5.6,2023-10-01
8216,22,13,8,6,77086175,1400,44,1344.0,12.0,642,758,,25.0,0.86,96.0,14.5,2023-10-01
8217,22,13,9,3,79944273,1282,255,1002.0,25.0,693,589,198.0,55.0,1.95,78.16,16.6,2023-10-01
8218,22,13,10,4,73113841,980,141,805.0,34.0,467,513,242.0,71.0,3.47,82.14,15.7,2023-10-01
8219,22,13,11,4,83342411,674,30,637.0,7.0,491,183,77.0,17.0,1.04,94.51,7.3,2023-10-01
8220,22,13,12,1,84163730,1827,149,1628.0,50.0,1002,825,332.0,43.0,2.74,89.11,17.8,2023-10-01
8221,22,14,1,5,119714976,5022,839,4056.0,127.0,2651,2371,969.0,110.0,2.53,80.76,27.1,2023-10-01
8222,22,14,2,3,113086908,1651,320,1323.0,8.0,972,679,160.0,18.0,0.48,80.13,7.0,2023-10-01
8223,22,14,3,4,120523743,2626,183,2401.0,42.0,1898,728,199.0,25.0,1.6,91.43,20.3,2023-10-01
8224,22,14,4,3,109881471,8559,1325,7177.0,57.0,3928,4631,1449.0,287.0,0.67,83.85,38.1,2023-10-01
8225,22,14,5,3,114169095,11035,249,10568.0,218.0,5781,5254,2706.0,680.0,1.98,95.77,50.3,2023-10-01
8226,22,14,6,1,121796598,5788,805,4919.0,64.0,2273,3515,1073.0,73.0,1.11,84.99,30.1,2023-10-01
